Time,X,Y,Angle,Speed,Keys
0.0,1380,540,0,0.0,0
0.011196374893188477,1380,539,0,0.6,0
0.02896571159362793,1380,538,0,0.75,0
0.04527783393859863,1380,537,0,0.9,0
0.06145524978637695,1380,536,0,1.05,0
0.07740950584411621,1380,535,0,1.2,0
0.09404158592224121,1380,534,0,1.3499999999999999,0
0.11034393310546875,1380,533,0,1.4999999999999998,0
0.1263735294342041,1380,531,0,1.6499999999999997,0
0.14276432991027832,1380,529,0,1.7999999999999996,0
0.15873146057128906,1380,527,0,1.9499999999999995,0
0.17470407485961914,1380,525,0,2.0999999999999996,0
0.190751314163208,1380,523,0,2.2499999999999996,0
0.20735955238342285,1380,521,0,2.3999999999999995,0
0.22425222396850586,1380,518,0,2.5499999999999994,0
0.24180364608764648,1380,515,0,2.6999999999999993,0
0.2582976818084717,1380,512,0,2.849999999999999,0
0.2753162384033203,1380,509,0,2.999999999999999,0
0.29190874099731445,1380,506,0,3.149999999999999,0
0.3084230422973633,1380,503,0,3.299999999999999,0
0.3254232406616211,1380,500,0,3.449999999999999,0
0.3418703079223633,1380,496,0,3.5999999999999988,0
0.3584294319152832,1380,492,0,3.7499999999999987,0
0.374861478805542,1380,488,0,3.8999999999999986,0
0.39047908782958984,1380,484,0,4.049999999999999,0
0.40743517875671387,1380,480,0,4.199999999999999,0
0.4238886833190918,1380,476,0,4.35,0
0.43986940383911133,1380,472,0,4.5,0
0.4558591842651367,1380,467,0,4.65,0
0.4718148708343506,1380,462,0,4.800000000000001,0
0.4877951145172119,1380,457,0,4.950000000000001,0
0.5044257640838623,1380,452,0,5.100000000000001,0
0.5209319591522217,1380,447,0,5.250000000000002,0
0.537074089050293,1380,442,0,5.400000000000002,0
0.5537633895874023,1380,436,0,5.5500000000000025,0
0.5698115825653076,1380,430,0,5.700000000000003,0
0.5857219696044922,1380,424,0,5.850000000000003,0
0.6016561985015869,1380,418,0,6.0,0
0.6181507110595703,1380,412,0,6.0,0
0.6351370811462402,1380,406,0,6.0,0
0.65118408203125,1380,400,0,6.0,0
0.668363094329834,1380,394,0,6.0,0
0.6849360466003418,1380,388,0,6.0,0
0.7014515399932861,1380,382,0,6.0,0
0.7181909084320068,1380,376,0,6.0,0
0.7353897094726562,1379,370,5,6.0,0
0.751645565032959,1378,364,10,6.0,0
0.7680387496948242,1376,358,15,6.0,2
0.7855234146118164,1374,352,20,6.0,2
0.8012707233428955,1371,347,25,6.0,2
0.8181142807006836,1368,342,30,6.0,2
0.8344442844390869,1365,337,30,6.0,2
0.851464033126831,1362,332,30,6.0,2
0.8678145408630371,1359,327,30,6.0,0
0.8848199844360352,1356,322,30,6.0,0
0.900752067565918,1353,317,30,6.0,0
0.9183037281036377,1350,312,30,6.0,0
0.9346151351928711,1347,307,30,6.0,0
0.9515657424926758,1344,302,30,6.0,0
0.9679679870605469,1341,297,30,6.0,0
0.984147310256958,1338,292,30,6.0,0
1.001441478729248,1335,287,30,6.0,0
1.017554759979248,1332,282,30,6.0,0
1.0344913005828857,1329,277,30,6.0,0
1.0515251159667969,1326,272,30,6.0,0
1.0677886009216309,1323,267,30,6.0,0
