Time,X,Y,Angle,Speed,Keys
0.0,1040,320,90.0,0.0,0
0.005548954010009766,1039,320,90.0,0.6,0
0.02302861213684082,1038,320,90.0,0.7,0
0.04020428657531738,1037,320,90.0,0.7999999999999999,0
0.05674290657043457,1036,320,90.0,0.8999999999999999,0
0.07229971885681152,1035,320,90.0,0.9999999999999999,0
0.08835029602050781,1034,320,90.0,1.0999999999999999,0
0.1054990291595459,1033,320,90.0,1.2,0
0.12170028686523438,1032,320,90.0,1.3,0
0.13768720626831055,1031,320,90.0,1.4000000000000001,0
0.1544487476348877,1030,320,90.0,1.5000000000000002,0
0.1703047752380371,1028,320,90.0,1.6000000000000003,0
0.18677902221679688,1026,320,90.0,1.7000000000000004,0
0.20417022705078125,1024,320,90.0,1.8000000000000005,0
0.22030973434448242,1022,320,90.0,1.9000000000000006,0
0.23716330528259277,1020,320,90.0,2.0000000000000004,0
0.253246545791626,1018,320,90.0,2.1000000000000005,0
0.2692863941192627,1016,320,90.0,2.2000000000000006,0
0.2863500118255615,1014,320,90.0,2.3000000000000007,0
0.30258941650390625,1012,320,90.0,2.400000000000001,0
0.319380521774292,1010,320,90.0,2.500000000000001,0
0.33603453636169434,1007,320,90.0,2.600000000000001,0
0.35318922996520996,1004,320,90.0,2.700000000000001,0
0.36810970306396484,1001,320,90.0,2.800000000000001,0
0.38451218605041504,998,320,90.0,2.9000000000000012,0
0.4015340805053711,995,320,90.0,3.0000000000000013,0
0.4182009696960449,992,320,90.0,3.1000000000000014,0
0.43445372581481934,989,320,90.0,3.2000000000000015,0
0.4503803253173828,986,320,90.0,3.3000000000000016,0
0.4671492576599121,983,320,90.0,3.4000000000000017,0
0.48314952850341797,980,320,90.0,3.5000000000000018,0
0.49993395805358887,976,320,90.0,3.600000000000002,0
0.5163652896881104,972,320,90.0,3.700000000000002,0
0.5320370197296143,968,320,90.0,3.800000000000002,0
0.5496978759765625,964,320,90.0,3.900000000000002,0
0.5648965835571289,960,320,90.0,4.0,0
0.582026481628418,956,320,90.0,4.0,0
0.5997343063354492,952,320,90.0,4.0,0
0.616912841796875,948,320,90.0,4.0,0
0.63348388671875,944,320,90.0,4.0,0
0.6498534679412842,940,320,90.0,4.0,0
0.6668696403503418,936,320,90.0,4.0,0
0.6839902400970459,932,320,90.0,4.0,0
0.7002806663513184,928,320,90.0,4.0,0
0.716893196105957,924,320,90.0,4.0,0
0.73323655128479,920,320,90.0,4.0,0
0.7491970062255859,916,320,90.0,4.0,0
0.7667157649993896,912,320,90.0,4.0,0
0.7826962471008301,908,320,90.0,4.0,0
0.7983572483062744,904,320,90.0,4.0,0
